# OpenSignals Text File Format. Version 1
# {"98:D3:B1:FD:3D:A9": {"position": 0, "device": "bitalino_rev", "device name": "98:D3:B1:FD:3D:A9", "device connection": "BTH98:D3:B1:FD:3D:A9", "sampling rate": 100, "resolution": [4, 1, 1, 1, 1, 10], "firmware version": 1282, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "2023-9-8", "time": "10:11:35.183", "channels": [1], "sensor": ["EMGBITREV"], "label": ["A1"], "column": ["nSeq", "I1", "I2", "O1", "O2", "A1"], "special": [{}], "digital IO": [0, 0, 1, 1]}}
# EndOfHeader
3	0	0	0	0	509	
4	0	0	0	0	513	
5	0	0	0	0	510	
6	0	0	0	0	512	
7	0	0	0	0	510	
8	0	0	0	0	511	
9	0	0	0	0	514	
10	0	0	0	0	509	
11	0	0	0	0	512	
12	0	0	0	0	504	
13	0	0	0	0	510	
14	0	0	0	0	512	
15	0	0	0	0	510	
0	0	0	0	0	511	
1	0	0	0	0	511	
2	0	0	0	0	511	
3	0	0	0	0	515	
4	0	0	0	0	508	
5	0	0	0	0	511	
6	0	0	0	0	508	
7	0	0	0	0	506	
8	0	0	0	0	515	
9	0	0	0	0	511	
10	0	0	0	0	510	
11	0	0	0	0	509	
12	0	0	0	0	509	
13	0	0	0	0	511	
14	0	0	0	0	511	
15	0	0	0	0	512	
0	0	0	0	0	509	
1	0	0	0	0	505	
2	0	0	0	0	511	
3	0	0	0	0	511	
4	0	0	0	0	512	
5	0	0	0	0	514	
6	0	0	0	0	510	
7	0	0	0	0	512	
8	0	0	0	0	513	
9	0	0	0	0	511	
10	0	0	0	0	512	
11	0	0	0	0	514	
12	0	0	0	0	509	
13	0	0	0	0	508	
14	0	0	0	0	512	
15	0	0	0	0	512	
0	0	0	0	0	511	
1	0	0	0	0	514	
2	0	0	0	0	519	
3	0	0	0	0	510	
4	0	0	0	0	508	
5	0	0	0	0	509	
6	0	0	0	0	511	
7	0	0	0	0	512	
8	0	0	0	0	513	
9	0	0	0	0	515	
10	0	0	0	0	510	
11	0	0	0	0	515	
12	0	0	0	0	507	
13	0	0	0	0	511	
14	0	0	0	0	510	
15	0	0	0	0	511	
0	0	0	0	0	520	
1	0	0	0	0	507	
2	0	0	0	0	508	
3	0	0	0	0	516	
4	0	0	0	0	511	
5	0	0	0	0	511	
6	0	0	0	0	510	
7	0	0	0	0	512	
8	0	0	0	0	511	
9	0	0	0	0	508	
10	0	0	0	0	508	
11	0	0	0	0	510	
12	0	0	0	0	513	
13	0	0	0	0	508	
14	0	0	0	0	514	
15	0	0	0	0	513	
0	0	0	0	0	512	
1	0	0	0	0	510	
2	0	0	0	0	508	
3	0	0	0	0	510	
4	0	0	0	0	512	
5	0	0	0	0	512	
6	0	0	0	0	511	
7	0	0	0	0	515	
8	0	0	0	0	509	
9	0	0	0	0	512	
10	0	0	0	0	512	
11	0	0	0	0	509	
12	0	0	0	0	519	
13	0	0	0	0	510	
14	0	0	0	0	514	
15	0	0	0	0	509	
0	0	0	0	0	524	
1	0	0	0	0	511	
2	0	0	0	0	511	
3	0	0	0	0	514	
4	0	0	0	0	517	
5	0	0	0	0	508	
6	0	0	0	0	512	
7	0	0	0	0	511	
8	0	0	0	0	510	
9	0	0	0	0	515	
10	0	0	0	0	511	
11	0	0	0	0	509	
12	0	0	0	0	509	
13	0	0	0	0	514	
14	0	0	0	0	509	
15	0	0	0	0	509	
0	0	0	0	0	510	
1	0	0	0	0	508	
2	0	0	0	0	517	
3	0	0	0	0	508	
4	0	0	0	0	510	
5	0	0	0	0	509	
6	0	0	0	0	513	
7	0	0	0	0	512	
8	0	0	0	0	510	
9	0	0	0	0	512	
10	0	0	0	0	513	
11	0	0	0	0	508	
12	0	0	0	0	512	
13	0	0	0	0	509	
14	0	0	0	0	508	
15	0	0	0	0	512	
0	0	0	0	0	511	
1	0	0	0	0	510	
2	0	0	0	0	504	
3	0	0	0	0	515	
4	0	0	0	0	510	
5	0	0	0	0	504	
6	0	0	0	0	513	
7	0	0	0	0	511	
8	0	0	0	0	510	
9	0	0	0	0	510	
10	0	0	0	0	511	
11	0	0	0	0	516	
12	0	0	0	0	509	
13	0	0	0	0	510	
14	0	0	0	0	511	
15	0	0	0	0	515	
0	0	0	0	0	510	
1	0	0	0	0	519	
2	0	0	0	0	509	
3	0	0	0	0	509	
4	0	0	0	0	509	
5	0	0	0	0	512	
6	0	0	0	0	508	
7	0	0	0	0	514	
8	0	0	0	0	508	
9	0	0	0	0	510	
10	0	0	0	0	513	
11	0	0	0	0	512	
12	0	0	0	0	507	
13	0	0	0	0	510	
14	0	0	0	0	507	
15	0	0	0	0	513	
0	0	0	0	0	507	
1	0	0	0	0	509	
2	0	0	0	0	509	
3	0	0	0	0	510	
4	0	0	0	0	516	
5	0	0	0	0	509	
6	0	0	0	0	515	
7	0	0	0	0	514	
8	0	0	0	0	509	
9	0	0	0	0	511	
10	0	0	0	0	512	
11	0	0	0	0	510	
12	0	0	0	0	507	
13	0	0	0	0	510	
14	0	0	0	0	511	
15	0	0	0	0	511	
0	0	0	0	0	513	
1	0	0	0	0	510	
2	0	0	0	0	508	
3	0	0	0	0	513	
4	0	0	0	0	510	
5	0	0	0	0	515	
6	0	0	0	0	509	
7	0	0	0	0	508	
8	0	0	0	0	512	
9	0	0	0	0	509	
10	0	0	0	0	512	
11	0	0	0	0	513	
12	0	0	0	0	508	
13	0	0	0	0	513	
14	0	0	0	0	506	
15	0	0	0	0	512	
0	0	0	0	0	513	
1	0	0	0	0	508	
2	0	0	0	0	511	
3	0	0	0	0	509	
4	0	0	0	0	511	
5	0	0	0	0	513	
6	0	0	0	0	513	
7	0	0	0	0	514	
8	0	0	0	0	509	
9	0	0	0	0	511	
10	0	0	0	0	511	
11	0	0	0	0	509	
12	0	0	0	0	512	
13	0	0	0	0	509	
14	0	0	0	0	508	
15	0	0	0	0	510	
0	0	0	0	0	507	
1	0	0	0	0	513	
2	0	0	0	0	510	
3	0	0	0	0	512	
4	0	0	0	0	512	
5	0	0	0	0	510	
6	0	0	0	0	512	
7	0	0	0	0	512	
8	0	0	0	0	517	
9	0	0	0	0	511	
10	0	0	0	0	511	
11	0	0	0	0	513	
12	0	0	0	0	508	
13	0	0	0	0	509	
14	0	0	0	0	511	
15	0	0	0	0	512	
0	0	0	0	0	514	
1	0	0	0	0	505	
2	0	0	0	0	511	
3	0	0	0	0	515	
4	0	0	0	0	513	
5	0	0	0	0	512	
6	0	0	0	0	509	
7	0	0	0	0	514	
8	0	0	0	0	512	
9	0	0	0	0	508	
10	0	0	0	0	512	
11	0	0	0	0	511	
12	0	0	0	0	511	
13	0	0	0	0	511	
14	0	0	0	0	512	
15	0	0	0	0	512	
0	0	0	0	0	509	
1	0	0	0	0	512	
2	0	0	0	0	511	
3	0	0	0	0	508	
4	0	0	0	0	512	
5	0	0	0	0	508	
6	0	0	0	0	510	
7	0	0	0	0	513	
8	0	0	0	0	514	
9	0	0	0	0	510	
10	0	0	0	0	508	
11	0	0	0	0	511	
12	0	0	0	0	510	
13	0	0	0	0	508	
14	0	0	0	0	511	
15	0	0	0	0	510	
0	0	0	0	0	511	
1	0	0	0	0	512	
2	0	0	0	0	509	
3	0	0	0	0	513	
